date,label,trend_up,drawdown,vix10,hy_oas,stress,sahm_gap,recession,stress_basis
2007-06-01,BOOM,1,0.0000,13.20,2.41,0,0.03,0,vix+credit
2007-06-08,BOOM,1,0.0205,13.92,2.51,0,0.03,0,vix+credit
2007-06-15,BOOM,1,0.0041,14.74,2.51,0,0.00,0,vix+credit
2007-06-22,BOOM,1,0.0238,14.46,2.69,0,0.00,0,vix+credit
2007-06-29,BOOM,1,0.0233,15.37,2.89,0,0.00,0,vix+credit
2007-07-06,BOOM,1,0.0057,15.91,2.90,0,0.00,0,vix+credit
2007-07-13,BOOM,1,0.0000,15.68,3.06,0,0.07,0,vix+credit
2007-07-20,BOOM,1,0.0122,15.95,3.37,0,0.07,0,vix+credit
2007-07-27,STALL,1,0.0606,17.78,4.28,0,0.07,0,vix+credit
2007-08-03,STALL,0,0.0773,21.28,4.24,1,0.07,0,vix+credit
2007-08-10,STALL,1,0.0640,23.52,4.12,1,0.13,0,vix+credit
2007-08-17,STALL,0,0.0690,26.65,4.48,1,0.13,0,vix+credit
2007-08-24,BOOM,1,0.0475,26.35,4.29,1,0.13,0,vix+credit
2007-08-31,STALL,1,0.0509,23.91,4.55,1,0.13,0,vix+credit
2007-09-07,STALL,0,0.0641,23.96,4.73,1,0.13,0,vix+credit
2007-09-14,BOOM,1,0.0443,24.82,4.58,1,0.20,0,vix+credit
2007-09-21,BOOM,1,0.0176,23.36,4.16,1,0.20,0,vix+credit
2007-09-28,BOOM,1,0.0170,19.69,4.16,0,0.20,0,vix+credit
2007-10-05,BOOM,1,0.0000,18.11,4.02,0,0.20,0,vix+credit
2007-10-12,BOOM,1,0.0021,17.73,3.83,0,0.23,0,vix+credit
2007-10-19,BOOM,1,0.0412,18.61,4.36,0,0.23,0,vix+credit
2007-10-26,BOOM,1,0.0191,20.28,4.39,1,0.23,0,vix+credit
2007-11-02,BOOM,1,0.0355,20.93,4.65,1,0.23,0,vix+credit
2007-11-09,STALL,0,0.0712,23.25,5.02,1,0.23,0,vix+credit
2007-11-16,STALL,0,0.0680,26.15,5.37,1,0.23,0,vix+credit
2007-11-23,STALL,0,0.0795,26.65,5.80,1,0.23,0,vix+credit
2007-11-30,STALL,0,0.0537,25.50,5.75,1,0.23,0,vix+credit
2007-12-07,BOOM,1,0.0386,23.79,5.63,1,0.23,0,vix+credit
2007-12-14,STALL,0,0.0621,22.44,5.54,1,0.27,0,vix+credit
2007-12-21,STALL,0,0.0516,22.05,5.68,1,0.27,0,vix+credit
2007-12-28,STALL,0,0.0554,20.94,5.73,1,0.27,0,vix+credit
2008-01-04,DECLINE,0,0.0981,20.94,6.36,2,0.27,0,vix+credit
2008-01-11,DECLINE,0,0.1049,23.33,6.68,2,0.37,0,vix+credit
2008-01-18,DECLINE,0,0.1533,24.67,7.04,2,0.37,0,vix+credit
2008-01-25,DECLINE,0,0.1499,26.68,6.99,2,0.37,0,vix+credit
2008-02-01,DECLINE,0,0.1084,27.70,6.96,2,0.37,0,vix+credit
2008-02-08,DECLINE,0,0.1494,27.18,7.25,2,0.37,0,vix+credit
2008-02-15,DECLINE,0,0.1375,26.82,7.30,2,0.47,0,vix+credit
2008-02-22,DECLINE,0,0.1355,25.66,7.35,2,0.47,0,vix+credit
2008-02-29,DECLINE,0,0.1498,24.19,7.67,2,0.47,0,vix+credit
2008-03-07,DECLINE,0,0.1736,24.91,7.92,2,0.47,0,vix+credit
2008-03-14,CRISIS,0,0.1770,27.29,8.38,3,0.53,1,vix+credit
2008-03-20,CRISIS,0,0.1506,28.34,8.40,3,0.53,1,vix+credit
2008-03-28,BEAR,0,0.1597,27.48,7.99,2,0.53,1,vix+credit
2008-04-04,BEAR,0,0.1244,24.65,7.76,2,0.53,1,vix+credit
2008-04-11,BEAR,0,0.1484,23.04,7.76,2,0.57,1,vix+credit
2008-04-18,BEAR,0,0.1117,22.07,7.15,2,0.57,1,vix+credit
2008-04-25,BEAR,0,0.1069,20.89,6.84,2,0.57,1,vix+credit
2008-05-02,DECLINE,0,0.0966,19.90,6.64,2,0.57,1,vix+credit
2008-05-09,BEAR,0,0.1130,19.34,6.90,2,0.57,1,vix+credit
2008-05-16,DECLINE,0,0.0893,18.18,6.63,2,0.57,1,vix+credit
2008-05-23,BEAR,0,0.1209,17.70,6.70,2,0.57,1,vix+credit
2008-05-30,BEAR,0,0.1053,18.19,6.57,2,0.57,1,vix+credit
2008-06-06,BEAR,0,0.1306,19.73,6.68,2,0.57,1,vix+credit
2008-06-13,BEAR,0,0.1311,21.80,6.39,2,0.73,1,vix+credit
2008-06-20,BEAR,0,0.1580,22.37,6.70,2,0.73,1,vix+credit
2008-06-27,BEAR,0,0.1832,22.23,7.41,2,0.73,1,vix+credit
2008-07-03,BEAR,0,0.1931,23.47,7.63,2,0.73,1,vix+credit
2008-07-11,BEAR,0,0.2081,24.90,7.88,2,0.83,1,vix+credit
2008-07-18,BEAR,0,0.1945,25.84,7.67,2,0.83,1,vix+credit
2008-07-25,BEAR,0,0.1964,24.31,7.60,2,0.83,1,vix+credit
2008-08-01,CRISIS,0,0.1948,22.49,8.13,3,0.83,1,vix+credit
2008-08-08,CRISIS,0,0.1718,21.96,8.14,3,0.83,1,vix+credit
2008-08-15,CRISIS,0,0.1706,20.94,8.12,3,1.03,1,vix+credit
2008-08-22,CRISIS,0,0.1744,20.41,8.25,3,1.03,1,vix+credit
2008-08-29,CRISIS,0,0.1804,20.26,8.28,3,1.03,1,vix+credit
2008-09-05,CRISIS,0,0.2063,21.06,8.55,3,1.03,1,vix+credit
2008-09-12,CRISIS,0,0.2003,23.38,8.54,3,1.20,1,vix+credit
2008-09-19,CRISIS,0,0.1981,28.61,9.21,3,1.20,1,vix+credit
2008-09-26,CRISIS,0,0.2248,33.57,10.25,3,1.20,1,vix+credit
2008-10-03,CRISIS,0,0.2977,38.86,12.24,3,1.20,1,vix+credit
2008-10-10,CRISIS,0,0.4242,51.34,15.36,3,1.20,1,vix+credit
2008-10-17,CRISIS,0,0.3930,61.44,15.95,3,1.33,1,vix+credit
2008-10-24,CRISIS,0,0.4341,64.00,16.69,3,1.33,1,vix+credit
2008-10-31,CRISIS,0,0.3628,66.24,16.17,3,1.33,1,vix+credit
2008-11-07,CRISIS,0,0.3859,61.55,16.31,3,1.33,1,vix+credit
2008-11-14,CRISIS,0,0.4239,58.98,17.16,3,1.57,1,vix+credit
2008-11-21,CRISIS,0,0.4723,67.86,19.92,3,1.57,1,vix+credit
2008-11-28,CRISIS,0,0.4088,66.67,19.78,3,1.57,1,vix+credit
2008-12-05,CRISIS,0,0.4221,62.42,20.74,3,1.57,1,vix+credit
2008-12-12,CRISIS,0,0.4126,59.90,21.30,3,1.77,1,vix+credit
2008-12-19,CRISIS,0,0.4072,53.44,20.43,3,1.77,1,vix+credit
2008-12-26,CRISIS,0,0.4097,48.27,19.55,3,1.77,1,vix+credit
2009-01-02,CRISIS,0,0.3469,43.42,17.84,3,1.77,1,vix+credit
2009-01-09,CRISIS,0,0.3759,41.45,16.65,3,1.77,1,vix+credit
2009-01-16,CRISIS,0,0.4041,44.18,16.79,3,2.07,1,vix+credit
2009-01-23,CRISIS,0,0.4168,47.58,16.73,3,2.07,1,vix+credit
2009-01-30,CRISIS,0,0.4211,45.88,16.22,3,2.07,1,vix+credit
2009-02-06,CRISIS,0,0.3912,43.46,16.05,3,2.07,1,vix+credit
2009-02-13,CRISIS,0,0.4204,43.85,16.21,3,2.40,1,vix+credit
2009-02-20,CRISIS,0,0.4602,45.59,16.76,3,2.40,1,vix+credit
2009-02-27,CRISIS,0,0.4847,47.02,17.39,3,2.40,1,vix+credit
2009-03-06,CRISIS,0,0.5210,48.44,18.66,3,2.40,1,vix+credit
2009-03-13,CRISIS,0,0.4697,47.18,18.04,3,2.83,1,vix+credit
2009-03-20,CRISIS,0,0.4613,43.54,17.74,3,2.83,1,vix+credit
2009-03-27,CRISIS,0,0.4281,42.40,16.75,3,2.83,1,vix+credit
2009-04-03,CRISIS,0,0.4094,42.35,16.53,3,2.83,1,vix+credit
2009-04-09,CRISIS,0,0.3996,41.14,16.19,3,2.83,1,vix+credit
2009-04-17,CRISIS,0,0.3905,37.78,15.05,3,3.27,1,vix+credit
2009-04-24,CRISIS,0,0.3928,36.98,14.87,3,3.27,1,vix+credit
2009-05-01,CRISIS,0,0.3849,37.25,13.34,3,3.27,1,vix+credit
2009-05-08,CRISIS,0,0.3487,35.00,12.41,3,3.27,1,vix+credit
2009-05-15,CRISIS,0,0.3811,32.86,12.91,3,3.67,1,vix+credit
2009-05-22,CRISIS,0,0.3683,31.49,12.13,3,3.67,1,vix+credit
2009-05-29,CRISIS,0,0.3454,30.87,11.76,3,3.67,1,vix+credit
2009-06-05,CRISIS,1,0.3097,30.67,10.70,3,3.67,1,vix+credit
2009-06-12,CRISIS,1,0.3043,29.33,10.41,3,3.87,1,vix+credit
2009-06-19,CRISIS,1,0.3031,29.58,10.75,3,3.87,1,vix+credit
2009-06-26,CRISIS,1,0.2960,29.61,11.09,3,3.87,1,vix+credit
2009-07-02,CRISIS,1,0.3133,27.70,10.52,3,3.87,1,vix+credit
2009-07-10,CRISIS,0,0.3265,28.18,10.89,3,3.87,1,vix+credit
2009-07-17,CRISIS,1,0.2796,27.69,10.41,3,3.97,1,vix+credit
2009-07-24,CRISIS,1,0.2498,24.52,9.80,3,3.97,1,vix+credit
2009-07-31,CRISIS,1,0.2435,24.45,9.22,3,3.97,1,vix+credit
2009-08-07,CRISIS,1,0.2259,25.20,8.57,3,3.97,1,vix+credit
2009-08-14,CRISIS,1,0.2280,25.12,8.94,3,3.87,1,vix+credit
2009-08-21,CRISIS,1,0.2111,25.58,9.13,3,3.87,1,vix+credit
2009-08-28,CRISIS,1,0.1979,25.49,9.04,3,3.87,1,vix+credit
2009-09-04,CRISIS,1,0.1983,26.09,9.09,3,3.87,1,vix+credit
2009-09-11,CRISIS,1,0.1692,25.88,8.78,3,3.70,1,vix+credit
2009-09-18,DECLINE,1,0.1488,24.14,7.98,2,3.70,1,vix+credit
2009-09-25,DECLINE,1,0.1392,23.97,7.89,2,3.70,1,vix+credit
2009-10-02,CRISIS,1,0.0673,25.38,8.20,3,3.70,1,vix+credit
2009-10-09,STALL,1,0.0002,25.72,7.87,2,3.70,1,vix+credit
2009-10-16,STALL,1,0.0081,23.65,7.69,2,3.63,1,vix+credit
2009-10-23,STALL,1,0.0167,21.96,7.45,2,3.63,1,vix+credit
2009-10-30,STALL,1,0.0562,24.01,7.66,2,3.63,1,vix+credit
2009-11-06,STALL,1,0.0261,26.84,7.60,2,3.63,1,vix+credit
2009-11-13,STALL,1,0.0046,25.26,7.52,2,3.57,1,vix+credit
2009-11-20,STALL,1,0.0171,22.84,7.54,2,3.57,1,vix+credit
2009-11-27,STALL,1,0.0172,22.20,7.64,2,3.57,1,vix+credit
2009-12-04,STALL,1,0.0042,22.03,7.24,2,3.57,1,vix+credit
2009-12-11,STALL,1,0.0038,22.36,7.09,2,3.43,1,vix+credit
2009-12-18,STALL,1,0.0104,21.97,6.84,2,3.43,1,vix+credit
2009-12-24,STALL,1,0.0000,20.82,6.54,2,3.43,1,vix+credit
2009-12-31,STALL,1,0.0112,20.50,6.39,2,3.43,1,vix+credit
2010-01-08,STALL,1,0.0000,19.68,6.02,2,3.43,1,vix+credit
2010-01-15,STALL,1,0.0108,18.49,6.10,2,3.07,1,vix+credit
2010-01-22,STALL,1,0.0508,19.32,6.36,2,3.07,1,vix+credit
2010-01-29,STALL,1,0.0664,22.52,6.46,2,3.07,1,vix+credit
2010-02-05,STALL,1,0.0731,23.93,6.81,2,3.07,1,vix+credit
2010-02-12,STALL,1,0.0650,24.25,7.03,2,2.57,1,vix+credit
2010-02-19,STALL,1,0.0357,23.53,6.56,2,2.57,1,vix+credit
2010-02-26,STALL,1,0.0398,20.85,6.66,2,2.57,1,vix+credit
2010-03-05,STALL,1,0.0100,19.45,6.37,2,2.57,1,vix+credit
2010-03-12,STALL,1,0.0002,18.32,6.11,2,2.57,1,vix+credit
2010-03-19,BOOM,1,0.0054,17.61,5.98,1,2.03,1,vix+credit
2010-03-26,BOOM,1,0.0065,17.31,5.80,1,2.03,1,vix+credit
2010-04-01,BOOM,1,0.0000,17.37,5.82,1,2.03,1,vix+credit
2010-04-09,BOOM,1,0.0000,17.00,5.68,1,2.03,1,vix+credit
2010-04-16,BOOM,1,0.0161,16.41,5.57,1,1.57,1,vix+credit
2010-04-23,BOOM,1,0.0000,16.41,5.44,1,1.57,1,vix+credit
2010-04-30,BOOM,1,0.0251,18.43,5.61,1,1.57,1,vix+credit
2010-05-07,STALL,1,0.0874,24.45,6.47,2,1.57,1,vix+credit
2010-05-14,STALL,1,0.0670,28.33,6.33,2,1.20,1,vix+credit
2010-05-21,BEAR,0,0.1065,32.62,7.02,2,1.20,1,vix+credit
2010-05-28,BEAR,0,0.1050,35.53,6.90,2,1.20,1,vix+credit
2010-06-04,BEAR,0,0.1252,34.04,7.14,2,1.20,1,vix+credit
2010-06-11,BEAR,0,0.1032,32.61,7.27,2,0.77,1,vix+credit
2010-06-18,STALL,1,0.0820,29.27,6.82,2,0.77,1,vix+credit
2010-06-25,BEAR,0,0.1154,26.65,6.90,2,0.77,1,vix+credit
2010-07-02,BEAR,0,0.1599,29.78,7.13,2,0.77,1,vix+credit
2010-07-09,BEAR,0,0.1145,29.64,6.88,2,0.77,1,vix+credit
2010-07-16,DECLINE,0,0.1252,26.26,6.77,2,0.33,0,vix+credit
2010-07-23,DECLINE,0,0.0942,24.89,6.59,2,0.33,0,vix+credit
2010-07-30,DECLINE,0,0.0950,24.14,6.57,2,0.33,0,vix+credit
2010-08-06,STALL,1,0.0786,22.85,6.57,2,0.33,0,vix+credit
2010-08-13,DECLINE,0,0.1134,23.26,6.87,2,0.00,0,vix+credit
2010-08-20,DECLINE,0,0.1196,24.88,6.80,2,0.00,0,vix+credit
2010-08-27,DECLINE,0,0.1254,25.86,6.81,2,0.00,0,vix+credit
2010-09-03,DECLINE,0,0.0926,25.33,6.62,2,0.00,0,vix+credit
2010-09-10,DECLINE,0,0.0885,23.79,6.37,2,-0.03,0,vix+credit
2010-09-17,STALL,1,0.0753,22.18,6.24,2,-0.03,0,vix+credit
2010-09-24,STALL,1,0.0564,22.05,6.32,2,-0.03,0,vix+credit
2010-10-01,STALL,1,0.0584,22.65,6.22,2,-0.03,0,vix+credit
2010-10-08,STALL,1,0.0428,22.36,6.12,2,-0.03,0,vix+credit
2010-10-15,BOOM,1,0.0338,20.49,5.95,1,0.03,0,vix+credit
2010-10-22,BOOM,1,0.0281,19.34,5.96,1,0.03,0,vix+credit
2010-10-29,BOOM,1,0.0279,20.04,5.82,1,0.03,0,vix+credit
2010-11-05,BOOM,1,0.0000,20.26,5.79,1,0.03,0,vix+credit
2010-11-12,BOOM,1,0.0217,19.48,5.75,1,0.03,0,vix+credit
2010-11-19,BOOM,1,0.0213,19.64,5.81,1,0.03,0,vix+credit
2010-11-26,BOOM,1,0.0297,20.27,5.94,1,0.03,0,vix+credit
2010-12-03,BOOM,1,0.0009,20.27,5.92,1,0.03,0,vix+credit
2010-12-10,BOOM,1,0.0000,19.24,5.54,1,0.03,0,vix+credit
2010-12-17,BOOM,1,0.0000,17.52,5.54,1,0.13,0,vix+credit
2010-12-23,BOOM,1,0.0016,16.90,5.37,1,0.13,0,vix+credit
2010-12-31,BOOM,1,0.0017,16.87,5.41,1,0.13,0,vix+credit
2011-01-07,BOOM,1,0.0040,17.43,5.23,1,0.13,0,vix+credit
2011-01-14,BOOM,1,0.0000,16.91,5.12,1,0.07,0,vix+credit
2011-01-21,BOOM,1,0.0090,16.93,5.05,1,0.07,0,vix+credit
2011-01-28,BOOM,1,0.0179,17.32,5.03,1,0.07,0,vix+credit
2011-02-04,BOOM,1,0.0000,17.51,4.68,1,0.07,0,vix+credit
2011-02-11,BOOM,1,0.0000,16.68,4.59,1,-0.03,0,vix+credit
2011-02-18,BOOM,1,0.0000,16.18,4.53,1,-0.03,0,vix+credit
2011-02-25,BOOM,1,0.0172,18.12,4.72,1,-0.03,0,vix+credit
2011-03-04,BOOM,1,0.0163,19.76,4.69,1,-0.03,0,vix+credit
2011-03-11,BOOM,1,0.0288,20.04,4.88,1,-0.03,0,vix+credit
2011-03-18,BOOM,1,0.0475,22.83,5.02,1,-0.27,0,vix+credit
2011-03-25,BOOM,1,0.0217,22.16,4.79,1,-0.27,0,vix+credit
2011-04-01,BOOM,1,0.0079,18.63,4.72,1,-0.27,0,vix+credit
2011-04-08,BOOM,1,0.0110,17.71,4.53,1,-0.27,0,vix+credit
2011-04-15,BOOM,1,0.0174,16.88,4.68,1,-0.10,0,vix+credit
2011-04-21,BOOM,1,0.0042,16.26,4.65,1,-0.10,0,vix+credit
2011-04-29,BOOM,1,0.0000,15.40,4.71,1,-0.10,0,vix+credit
2011-05-06,BOOM,1,0.0172,16.25,4.81,1,-0.10,0,vix+credit
2011-05-13,BOOM,1,0.0189,16.95,4.80,1,0.00,0,vix+credit
2011-05-20,BOOM,1,0.0222,16.81,4.82,1,0.00,0,vix+credit
2011-05-27,BOOM,1,0.0238,17.02,5.01,1,0.00,0,vix+credit
2011-06-03,BOOM,1,0.0465,17.24,5.24,1,0.00,0,vix+credit
2011-06-10,STALL,1,0.0679,17.78,5.43,1,0.00,0,vix+credit
2011-06-17,STALL,1,0.0675,19.58,5.64,1,0.00,0,vix+credit
2011-06-24,STALL,1,0.0698,20.15,5.80,1,0.00,0,vix+credit
2011-07-01,BOOM,1,0.0176,18.72,5.34,1,0.00,0,vix+credit
2011-07-08,BOOM,1,0.0145,17.48,5.39,1,0.00,0,vix+credit
2011-07-15,BOOM,1,0.0348,17.87,5.51,1,0.03,0,vix+credit
2011-07-22,BOOM,1,0.0136,19.28,5.35,1,0.03,0,vix+credit
2011-07-29,STALL,1,0.0523,20.59,5.51,1,0.03,0,vix+credit
2011-08-05,DECLINE,0,0.1204,24.70,6.24,2,0.03,0,vix+credit
2011-08-12,DECLINE,0,0.1355,33.69,7.30,2,0.00,0,vix+credit
2011-08-19,DECLINE,0,0.1761,38.34,7.30,2,0.00,0,vix+credit
2011-08-26,DECLINE,0,0.1370,37.20,7.50,2,0.00,0,vix+credit
2011-09-02,DECLINE,0,0.1391,35.25,7.33,2,0.00,0,vix+credit
2011-09-09,DECLINE,0,0.1535,34.13,7.51,2,0.00,0,vix+credit
2011-09-16,DECLINE,0,0.1082,35.02,7.46,2,0.00,0,vix+credit
2011-09-23,CRISIS,0,0.1666,35.86,8.01,3,0.00,0,vix+credit
2011-09-30,CRISIS,0,0.1703,38.51,8.41,3,0.00,0,vix+credit
2011-10-07,CRISIS,0,0.1526,39.62,8.55,3,0.00,0,vix+credit
2011-10-14,DECLINE,0,0.1020,35.26,7.89,2,-0.03,0,vix+credit
2011-10-21,DECLINE,0,0.0919,32.16,7.46,2,-0.03,0,vix+credit
2011-10-28,STALL,1,0.0576,30.68,6.85,2,-0.03,0,vix+credit
2011-11-04,DECLINE,0,0.0809,29.95,7.26,2,-0.03,0,vix+credit
2011-11-11,DECLINE,0,0.0732,31.45,7.46,2,-0.07,0,vix+credit
2011-11-18,DECLINE,0,0.1085,31.87,7.61,2,-0.07,0,vix+credit
2011-11-25,CRISIS,0,0.1503,32.57,8.00,3,-0.07,0,vix+credit
2011-12-02,DECLINE,0,0.0875,31.08,7.65,2,-0.07,0,vix+credit
2011-12-09,DECLINE,0,0.0795,28.71,7.53,2,-0.07,0,vix+credit
2011-12-16,DECLINE,0,0.1056,26.81,7.65,2,-0.13,0,vix+credit
2011-12-23,STALL,1,0.0721,23.80,7.37,2,-0.13,0,vix+credit
2011-12-30,DECLINE,0,0.0777,22.72,7.38,2,-0.13,0,vix+credit
2012-01-06,STALL,1,0.0629,22.07,7.00,2,-0.13,0,vix+credit
2012-01-13,STALL,1,0.0546,21.49,7.02,2,-0.17,0,vix+credit
2012-01-20,STALL,1,0.0354,20.61,6.69,2,-0.17,0,vix+credit
2012-01-27,STALL,1,0.0347,19.51,6.57,2,-0.17,0,vix+credit
2012-02-03,STALL,1,0.0137,18.55,6.42,2,-0.17,0,vix+credit
2012-02-10,STALL,1,0.0154,18.55,6.35,2,-0.17,0,vix+credit
2012-02-17,STALL,1,0.0017,18.97,6.20,2,-0.17,0,vix+credit
2012-02-24,STALL,1,0.0000,18.80,6.01,2,-0.17,0,vix+credit
2012-03-02,BOOM,1,0.0032,17.74,5.97,1,-0.17,0,vix+credit
2012-03-09,STALL,1,0.0023,18.22,6.09,2,-0.17,0,vix+credit
2012-03-16,BOOM,1,0.0000,16.87,5.86,1,-0.10,0,vix+credit
2012-03-23,BOOM,1,0.0090,15.18,5.93,1,-0.10,0,vix+credit
2012-03-30,BOOM,1,0.0057,15.24,5.95,1,-0.10,0,vix+credit
2012-04-05,STALL,1,0.0148,15.56,6.05,2,-0.10,0,vix+credit
2012-04-13,STALL,1,0.0344,17.59,6.26,2,-0.10,0,vix+credit
2012-04-20,STALL,1,0.0285,18.84,6.14,2,-0.10,0,vix+credit
2012-04-27,STALL,1,0.0110,17.89,6.02,2,-0.10,0,vix+credit
2012-05-04,BOOM,1,0.0352,17.38,5.94,1,-0.10,0,vix+credit
2012-05-11,STALL,1,0.0463,18.41,6.02,2,-0.03,0,vix+credit
2012-05-18,STALL,1,0.0873,21.25,6.52,2,-0.03,0,vix+credit
2012-05-25,STALL,1,0.0713,22.58,6.63,2,-0.03,0,vix+credit
2012-06-01,DECLINE,0,0.0994,23.11,7.16,2,-0.03,0,vix+credit
2012-06-08,STALL,1,0.0658,23.36,6.95,2,-0.03,0,vix+credit
2012-06-15,STALL,1,0.0537,22.86,6.84,2,-0.03,0,vix+credit
2012-06-22,STALL,1,0.0592,20.48,6.52,2,-0.03,0,vix+credit
2012-06-29,STALL,1,0.0401,18.85,6.36,2,-0.03,0,vix+credit
2012-07-06,STALL,1,0.0454,18.25,6.44,2,-0.03,0,vix+credit
2012-07-13,STALL,1,0.0439,17.49,6.41,2,0.00,0,vix+credit
2012-07-20,STALL,1,0.0397,17.12,6.28,2,0.00,0,vix+credit
2012-07-27,STALL,1,0.0233,17.41,6.22,2,0.00,0,vix+credit
2012-08-03,STALL,1,0.0198,18.18,6.01,2,0.00,0,vix+credit
2012-08-10,BOOM,1,0.0093,16.64,5.98,1,0.00,0,vix+credit
2012-08-17,BOOM,1,0.0006,14.82,5.89,1,0.00,0,vix+credit
2012-08-24,BOOM,1,0.0056,14.62,5.87,1,0.00,0,vix+credit
2012-08-31,BOOM,1,0.0088,16.05,5.98,1,0.00,0,vix+credit
2012-09-07,BOOM,1,0.0000,16.61,5.74,1,0.00,0,vix+credit
2012-09-14,BOOM,1,0.0000,16.02,5.30,1,-0.03,0,vix+credit
2012-09-21,BOOM,1,0.0038,14.78,5.42,1,-0.03,0,vix+credit
2012-09-28,BOOM,1,0.0171,14.77,5.72,1,-0.03,0,vix+credit
2012-10-05,BOOM,1,0.0033,15.33,5.55,1,-0.03,0,vix+credit
2012-10-12,BOOM,1,0.0254,15.58,5.56,1,-0.13,0,vix+credit
2012-10-19,BOOM,1,0.0222,15.72,5.31,1,-0.13,0,vix+credit
2012-10-26,BOOM,1,0.0367,16.74,5.41,1,-0.13,0,vix+credit
2012-11-02,BOOM,1,0.0352,17.47,5.54,1,-0.13,0,vix+credit
2012-11-09,STALL,0,0.0586,18.10,5.77,1,-0.13,0,vix+credit
2012-11-16,STALL,0,0.0722,17.78,5.98,1,-0.13,0,vix+credit
2012-11-23,BOOM,1,0.0386,16.50,5.71,1,-0.13,0,vix+credit
2012-11-30,BOOM,1,0.0338,15.50,5.65,1,-0.13,0,vix+credit
2012-12-07,BOOM,1,0.0325,16.06,5.42,1,-0.13,0,vix+credit
2012-12-14,BOOM,1,0.0356,16.38,5.28,1,-0.13,0,vix+credit
2012-12-21,BOOM,1,0.0243,16.59,5.26,1,-0.13,0,vix+credit
2012-12-28,BOOM,1,0.0432,18.13,5.30,1,-0.13,0,vix+credit
2013-01-04,BOOM,1,0.0000,17.61,5.04,1,-0.13,0,vix+credit
2013-01-11,BOOM,1,0.0000,15.19,4.93,1,0.03,0,vix+credit
2013-01-18,BOOM,1,0.0000,13.46,4.89,1,0.03,0,vix+credit
2013-01-25,BOOM,1,0.0000,13.04,4.73,1,0.03,0,vix+credit
2013-02-01,BOOM,1,0.0000,13.13,4.94,1,0.03,0,vix+credit
2013-02-08,BOOM,1,0.0000,13.67,5.08,1,0.03,0,vix+credit
2013-02-15,BOOM,1,0.0010,13.20,4.96,1,0.10,0,vix+credit
2013-02-22,BOOM,1,0.0100,13.31,4.97,1,0.10,0,vix+credit
2013-03-01,BOOM,1,0.0083,15.03,5.00,1,0.10,0,vix+credit
2013-03-08,BOOM,1,0.0000,14.81,4.76,1,0.10,0,vix+credit
2013-03-15,BOOM,1,0.0016,12.49,4.72,1,0.10,0,vix+credit
2013-03-22,BOOM,1,0.0041,12.62,4.78,1,0.10,0,vix+credit
2013-03-28,BOOM,1,0.0000,13.16,4.80,1,0.10,0,vix+credit
2013-04-05,BOOM,1,0.0108,13.43,4.95,1,0.10,0,vix+credit
2013-04-12,BOOM,1,0.0028,13.11,4.75,1,-0.03,0,vix+credit
2013-04-19,BOOM,1,0.0239,14.30,4.78,1,-0.03,0,vix+credit
2013-04-26,BOOM,1,0.0070,14.90,4.60,1,-0.03,0,vix+credit
2013-05-03,BOOM,1,0.0000,13.69,4.33,0,-0.03,0,vix+credit
2013-05-10,BOOM,1,0.0000,13.20,4.23,0,-0.03,0,vix+credit
2013-05-17,BOOM,1,0.0000,12.75,4.37,0,-0.13,0,vix+credit
2013-05-24,BOOM,1,0.0117,13.19,4.45,0,-0.13,0,vix+credit
2013-05-31,BOOM,1,0.0230,14.09,4.62,1,-0.13,0,vix+credit
2013-06-07,BOOM,1,0.0154,15.59,4.89,1,-0.13,0,vix+credit
2013-06-14,BOOM,1,0.0254,16.65,5.04,1,-0.07,0,vix+credit
2013-06-21,BOOM,1,0.0460,17.41,5.09,1,-0.07,0,vix+credit
2013-06-28,BOOM,1,0.0377,17.89,5.16,1,-0.07,0,vix+credit
2013-07-05,BOOM,1,0.0223,17.23,5.04,1,-0.07,0,vix+credit
2013-07-12,BOOM,1,0.0000,15.20,4.80,1,0.00,0,vix+credit
2013-07-19,BOOM,1,0.0000,13.95,4.56,1,0.00,0,vix+credit
2013-07-26,BOOM,1,0.0023,13.21,4.71,1,0.00,0,vix+credit
2013-08-02,BOOM,1,0.0000,12.90,4.74,1,0.00,0,vix+credit
2013-08-09,BOOM,1,0.0107,12.88,4.80,1,0.00,0,vix+credit
2013-08-16,BOOM,1,0.0315,13.09,4.70,1,-0.10,0,vix+credit
2013-08-23,BOOM,1,0.0270,14.19,4.75,1,-0.10,0,vix+credit
2013-08-30,BOOM,1,0.0449,15.68,4.76,1,-0.10,0,vix+credit
2013-09-06,BOOM,1,0.0319,16.02,4.63,1,-0.10,0,vix+credit
2013-09-13,BOOM,1,0.0127,15.36,4.60,1,-0.10,0,vix+credit
2013-09-20,BOOM,1,0.0090,14.12,4.54,1,-0.10,0,vix+credit
2013-09-27,BOOM,1,0.0196,14.07,4.75,1,-0.10,0,vix+credit
2013-10-04,BOOM,1,0.0203,15.51,4.70,1,-0.10,0,vix+credit
2013-10-11,BOOM,1,0.0129,17.47,4.62,1,-0.10,0,vix+credit
2013-10-18,BOOM,1,0.0000,16.75,4.46,0,-0.10,0,vix+credit
2013-10-25,BOOM,1,0.0000,14.22,4.42,0,-0.10,0,vix+credit
2013-11-01,BOOM,1,0.0058,13.36,4.31,0,-0.10,0,vix+credit
2013-11-08,BOOM,1,0.0008,13.31,4.38,0,-0.10,0,vix+credit
